names,orig_lang,budget_x,revenue,country,number_of_oscar_winners,main_genre,release_month,release_year
Sex Drive,English,19000000,10412485,AU,0,Comedy,11,2008
Austin Powers: International Man of Mystery,English,18000000,67683989,AU,0,Science Fiction,10,1997
Marauders,English,15000000,58328054.2,AU,0,Action,09,2016
Teenage Mutant Ninja Turtles: Mutant Mayhem,English,211940000,178359863,US,0,Comedy,08,2023
The World Is Not Enough,English,135000000,361832400,AU,0,Adventure,11,1999
Night of the Living Dead,English,4200000,5835247,US,0,Horror,10,1968
Night of the Living Dead,English,114000,30087064,US,0,Horror,10,1968
Young Mother 2,Korean,118008009.2,452180857.4,KR,0,Drama,05,2014
Gorgeous,Cantonese,95600000,813565486.2,US,0,Adventure,02,1999
Marley & Me,English,60000000,247812011,AU,0,Comedy,01,2009
Halloween,English,15000000,77514401,AU,0,Horror,11,2007
Halloween,English,10000000,255416089,AU,0,Horror,11,2007
Halloween,English,325000,70274000,AU,0,Horror,11,2007
Animal Crackers,English,86600000,597825126,CN,0,Comedy,06,2018
The Warriors,English,4000000,22490039,US,0,Action,02,1979
Black and Blue,English,12000000,22730144,AU,0,Action,05,2020
Bastille Day,English,20000000,14397593,AU,0,Action,05,2016
Transcendence,English,100000000,103039258,AU,0,Thriller,04,2014
Breakfast at Tiffany's,English,2500000,9500000,AU,2,Comedy,02,1962
The Girl with All the Gifts,English,5005600,172698181.6,AU,0,Drama,06,2017
Morgue,"Spanish, Castilian",78300000,349714816.8,US,0,Horror,05,2021
The Hurricane Heist,English,40000000,33222314,US,0,Action,03,2018
Gaia,English,130600000,508931823.2,AU,0,Horror,08,2021
Stepmom's Desire,Korean,120000000,303727772.6,KR,0,Drama,05,2020
Jesus Revolution,English,15000000,52010708,AU,0,Drama,04,2023
Naked Ambition 3D,Cantonese,77140000,202866374.4,AU,0,Comedy,03,2014
Patch Adams,English,50000000,202173000,AU,0,Comedy,03,1999
One Piece: Dead End Adventure,Japanese,75397939.2,14817006,JP,0,Action,03,2003
Tremors 3: Back to Perfection,English,6000000,52604374.8,US,0,Action,10,2001
An Officer and a Gentleman,English,6000000,129795554,AU,0,Drama,02,1983
Mowgli: Legend of the Jungle,English,175000000,20267371.6,GB,1,Adventure,12,2018
Little Fockers,English,100000000,310650574,AU,3,Comedy,12,2010
The Marriage App,"Spanish, Castilian",142500000,341774820.8,AR,0,Romance,12,2022
Marmaduke,English,50000000,89895930,US,1,Family,06,2010
Big Trouble in Little China,English,25000000,11208967,AU,0,Action,07,1986
Fallen Angels,Cantonese,105200000,657573739.2,HK,0,Action,09,1995
Sinister 2,English,10000000,54104225,GB,0,Horror,08,2015
The Gods Must Be Crazy II,English,110000000,752859753.4,AU,0,Action,09,1989
City of Angels,English,55000000,198750909,AU,1,Romance,05,1998
Scooby-Doo! The Sword and the Scoob,English,139200000,646339835.6,AU,0,Animation,03,2021
The Perfumier,German,134300000,862567677.4,DE,0,Drama,09,2022
The Empty Man,English,16000000,4796993,AU,0,Horror,12,2020
Cloud Atlas,English,102000000,130673154,AU,2,Drama,02,2013
Universal Soldier,English,23000000,183476938.8,AU,0,Thriller,09,1992
Revolutionary Road,English,45000000,79604820,US,2,Drama,12,2008
Atonement,English,30000000,129779728,AU,0,Drama,12,2007
Sliver,English,40000000,116300000,US,0,Drama,05,1993
Dark Skies,English,3500000,27704111,AU,0,Science Fiction,03,2013
Nefeli,Greek,10000000,1240261.6,GR,0,Romance,01,1980
Inherent Vice,English,20000000,14744495,AU,1,Drama,03,2015
The Wicker Man,English,40000000,38805380,CA,2,Horror,09,2006
Patema Inverted,Japanese,135600000,703696698,JP,0,Animation,11,2013
Date Movie,English,20000000,85146165,AU,0,Comedy,02,2006
The Spy Next Door,English,28000000,46752858,AU,0,Action,03,2010
The Vow,English,30000000,197618160,AU,1,Drama,02,2012
The Shop Around the Corner,English,159800000,777587613.4,US,1,Comedy,01,1940
この小さな手,Japanese,167540000,175269998.8,JP,0,NA,04,2023
The Concubine,Korean,73800000,346352260.6,KR,0,Drama,06,2012
Scooby-Doo! Pirates Ahoy!,English,169000000,833102553,US,0,Fantasy,09,2006
A Perfect Pairing,English,73480000,372756516,US,0,Comedy,05,2022
An American Tail: Fievel Goes West,English,55048225.8,40766041,US,1,Adventure,11,1991
The 8th Night,Korean,114000000,529795516,KR,0,Mystery,07,2021
Unforgettable,English,18000000,2483790,US,0,Drama,04,2017
Unforgettable,English,12000000,16221211,US,0,Drama,04,2017
Michael Jackson: The Life of an Icon,English,101700000,716719914.2,US,0,Documentary,11,2011
Big,English,18000000,151665347,AU,1,Fantasy,10,1988
Faster,English,24000000,35792945,AU,0,Crime,02,2011
1408,English,22500000,131263370,AU,0,Horror,12,2007
Something from Tiffany's,English,123400000,582164601.2,US,0,Romance,11,2022
Into the Blue,English,50000000,41982227,AU,0,Action,10,2005
Borat Subsequent Moviefilm,English,100000000,246367071,AU,1,Comedy,10,2020
Get Smart,English,80000000,226739416,AU,0,Action,06,2008
Tag,English,28000000,77024944,AU,0,Comedy,05,2018
American Made,English,50000000,135569212,AU,0,Action,08,2017
X,English,1000000,15113105,AU,0,Action,11,2011
The House of the Lord,English,3500,1240261.6,US,0,Comedy,04,2023
Female War: A Nasty Deal,Korean,54640000,323787336.6,KR,0,Drama,09,2015
Circuitt,Marathi,167540000,175269998.8,IN,0,NA,04,2023
Everyone is There,Korean,101400000,569937260.2,KR,0,Drama,01,2020
King Arthur,English,90000000,203653524,AU,0,Adventure,07,2004
Sakra,Cantonese,77600000,215169102.6,HK,0,Action,01,2023
Day of Reckoning,English,74100000,852389639,US,0,Science Fiction,10,2016
Mamma Mia! Here We Go Again,English,75000000,395044706,AU,0,Comedy,07,2018
Uncle Drew,English,18000000,46594261,US,0,Comedy,06,2018
Happy Gilmore,English,10000000,41004412,AU,0,Comedy,08,1996
Trainwreck,English,35000000,141123897,AU,1,Comedy,07,2015
The Running Man,English,30000000,38122000,AU,0,Action,01,1988
Flora & Ulysses,English,136000000,495057393.8,US,0,Family,02,2021
Crayon Shin-chan: The Legend Called: Dance! Amigo!,Japanese,108600000,454330438.8,JP,0,Comedy,04,2006
Jethica,English,185400000,420107149.4,US,0,Comedy,01,2023
The Rescuers,English,1200000,71215869,AU,1,Fantasy,12,1977
Palm Springs,English,5000000,1818417,AU,0,Comedy,11,2020
Flightplan,English,55000000,214392904,AU,1,Thriller,11,2005
Phantastische Harry Potter Momente - Das große SAT.1 Spezial,German,107200000,356755849,DE,0,NA,10,2021
Un alibi,French,112400000,1084813489,FR,0,Crime,11,2022
Attraction,Russian,5027266,19454845,RU,0,Drama,01,2017
Hope,Korean,143000000,696323373.6,KR,0,Drama,10,2013
Machete Kills,English,20000000,18273009,AU,0,Action,09,2013
Artemis Fowl,English,100000000,0,AU,0,Adventure,06,2020
Footloose,English,24000000,62989834,AU,0,Drama,10,2011
Footloose,English,8200000,80008943,AU,0,Drama,10,2011
Rurouni Kenshin Part III: The Legend Ends,Japanese,124200000,640997166.4,JP,0,Action,09,2014
The Hole in the Fence,"Spanish, Castilian",61498000,254671383.8,MX,0,Drama,06,2022
Animal House,English,2700000,141000000,AU,0,Comedy,07,1978
Days of Thunder,English,60000000,157670733,AU,2,Adventure,10,1990
Suspiria,Italian,20000000,8075343,IT,0,Horror,02,1977
Adore,English,16000000,1575749,AU,0,Drama,08,2013
I Now Pronounce You Chuck & Larry,English,85000000,187134117,AU,0,Comedy,08,2007
Pornography,Polish,98000000,689081144.4,PL,0,War,09,2003
Ennio,Italian,124000000,982770768.8,AU,0,Documentary,12,2022
Scared Shrekless,English,98000000,393840228.6,AU,0,Animation,12,2010
The Animatrix,English,5000000,121345628.6,AU,0,Animation,05,2003
Cool Hand Luke,English,3200000,16217773,AU,1,Crime,03,1968
Nice Sister-In-Law,Korean,198540000,38157314,KR,0,Romance,10,2016
Wild Wild West,English,175000000,221229335,AU,0,Action,04,2000
Darkest Hour,English,30000000,150807630,AU,1,Drama,01,2018
Phalguna Chaitra,Oriya,103845,1240261.6,IN,0,Family,04,2023
Soy leyenda,"Spanish, Castilian",102200000,630793781,ES,0,Drama,01,1967
Robbing Mussolini,Italian,12000000,28263556.8,IT,0,Comedy,10,2022
The Man with the Iron Heart,English,32679734,4412639,AU,0,War,06,2018
Rurouni Kenshin Part II: Kyoto Inferno,Japanese,93400000,874940419.6,JP,0,Action,08,2014
The Marine 5: Battleground,English,67800000,348256501.8,US,0,Action,03,2017
Exposed,English,3500017.4,1787926,AU,0,Drama,07,2016
Girls Trip,English,28000000,140886353,US,0,Comedy,07,2017
Gran Torino,English,25000000,274543085,AU,0,Drama,01,2009
Firestarter,English,15000000,15136870,AU,0,Science Fiction,05,2022
The Thirteenth Floor,English,16000000,11810854,AU,0,Thriller,09,1999
Behind Enemy Lines,English,40000000,58855732,AU,1,Action,01,2002
"I, Frankenstein",English,65000000,74575290,AU,0,Horror,03,2014
Shaun the Sheep: The Flight Before Christmas,English,111000000,294668448.4,GB,0,Animation,12,2021
The Rover,English,8500000,3180252,AU,0,Crime,06,2014
Sex Game 6969,Korean,124940040,46369741,KR,0,Comedy,01,2022
Scooby-Doo! Camp Scare,English,109400000,1090154232,US,0,Animation,09,2010
Jaws 2,English,20000000,208900376,US,0,Horror,06,1978
Gurren Lagann the Movie: The Lights in the Sky Are Stars,Japanese,136000000,719009391,JP,0,Action,04,2009
TMNT,English,35000000,96096018,AU,0,Adventure,04,2007
Die Another Day,English,142000000,431942139,AU,1,Adventure,12,2002
Legend,English,25000000,23506237,AU,0,Adventure,01,1986
Legend,English,25000000,42425450,AU,0,Adventure,01,1986
Return to Never Land,English,20000000,109862682,AU,0,Adventure,03,2002
Go! Go! Cory Carson: Chrissy Takes the Wheel,English,93000000,477850338.2,US,0,Animation,09,2021
Snow White: A Tale of Terror,English,26000000,25798931.2,US,0,Fantasy,07,1997
The Farm,English,95000000,338365977.2,US,0,Horror,04,2019
Away,English,151400000,548528147.4,AU,0,Animation,02,2020
Jonah and the Pink Whale,"Spanish, Castilian",111940000,638332462.6,BO,0,Drama,11,1995
Superman II,English,54000000,190400000,AU,1,Science Fiction,12,1980
Brahms: The Boy II,English,10000000,18968326,AU,0,Horror,02,2020
Deus,English,119100000,422813217.8,GB,0,Science Fiction,11,2022
Koati,English,123600000,590203752.2,AU,0,Animation,01,2022
The Perfect Dinner,Italian,104700000,538260394.4,AU,0,Comedy,10,2022
Christine,English,9700000,21200000,AU,0,Horror,05,1984
Valkyrie,English,90000000,203932174,AU,0,Drama,01,2009
"Jésus, de Nazareth à Jérusalem",French,114000000,449042622,FR,0,Comedy,10,2017
Bad Trip,English,150600000,414413080.2,US,0,Comedy,03,2021
No Half Measures: Creating the Final Season of Breaking Bad,English,139800000,1075683451.4,US,0,Documentary,11,2013
I Still Know What You Did Last Summer,English,24000000,40020622,AU,0,Horror,11,1998
Harakiri,Japanese,121400000,1087353777,JP,0,Action,09,1962
Fragtime,Japanese,106000000,552915715.2,JP,0,Animation,11,2019
Scooby-Doo! The Mystery Begins,English,105600000,358697830.6,AU,0,Mystery,09,2009
Friday the 13th: A New Beginning,English,2200000,21930418,US,0,Horror,03,1985
Intersect,English,154400000,397125734.6,US,0,Horror,02,2020
Addams Family Reunion,English,148800000,948498291.2,US,0,Family,09,1998
Witchcraft vs. Curse,Cantonese,50641000,323787336.6,HK,0,Fantasy,04,1991
The Lake,Thai,89000000,356423971.8,US,0,Horror,03,2023
The Mystery of Lop Nur,Chinese,12001040,38139010,CN,0,Action,02,2022
Kahit Maputi na ang Buhok Ko,Tagalog,213940000,175269998.8,PH,0,Music,04,2023
Fathers and Daughters,English,2240000,74063742.6,US,2,Drama,01,2016
Paranormal Activity: The Ghost Dimension,English,10000000,77959374,AU,0,Horror,10,2015
Calcutta '99,Bengali,167540000,175269998.8,IN,0,NA,04,2023
Notorious,English,19000000,44972183,AU,0,Music,03,2009
Notorious,English,2000000,24493053,AU,0,Music,03,2009
Scent of a Woman,English,31000000,134095253,AU,1,Drama,03,1993
Recalled,Korean,118371600,402479703.6,KR,0,Mystery,04,2021
Lethal Weapon 4,English,140000000,285400000,AU,0,Action,09,1998
ARES 14,English,167540000,175269998.8,US,0,NA,04,2023
Suspiria,English,20000000,8075343,AU,0,Fantasy,11,2018
Gremlins 2: The New Batch,English,50000000,41476097,AU,0,Comedy,09,1990
The Escort,English,158000000,315279503.4,US,0,Drama,06,2015
Homejack Triangle,Japanese,38600000,542233172.2,JP,0,NA,03,2018
Independence Daysaster,English,1800000,0,US,0,Action,06,2013
Sailor Moon S the Movie: Hearts in Ice,Japanese,38211149.2,9940717,AU,0,Animation,07,2001
Debt Collectors,English,148000000,524031769.8,US,0,Action,05,2020
On the Fringe,"Spanish, Castilian",100000000,369861963.8,BE,0,Drama,10,2022
Fire Island,English,110800000,327683157.2,AU,0,Comedy,06,2022
One Piece: Giant Mecha Soldier of Karakuri Castle,Japanese,61900000,7232965,JP,0,Action,03,2006
Fatal Attraction,English,14000000,320099997,AU,1,Drama,09,1987
The One,English,49000000,72689126,AU,0,Action,11,2001
Mr. Nice Guy,Cantonese,6000000,31716953,AU,0,Crime,05,1999
Russia's Wild Tiger,English,104000000,937727043.8,US,0,Documentary,01,2022
We Are Your Friends,English,2000000,10153415,AU,0,Drama,08,2015
Resurrection,English,71000000,470964675.8,US,0,Thriller,07,2022
The Karate Kid Part III,English,12500000,38956288,AU,0,Action,08,1989
The Rental,English,5740000,4296804,US,0,Horror,07,2020
Cyrano,English,20000000,3000000,AU,0,Drama,02,2022
Police Academy 3: Back in Training,English,12000000,107600000,AU,0,Comedy,05,1986
Lusty Discipline in Uniform,Japanese,151000000,525405474.8,JP,0,Drama,11,1982
Beverly Hills Cop II,English,20000000,276665036,AU,0,Action,06,1987
Arthur and the Revenge of Maltazard,French,87000000,53377565.6,AU,0,Adventure,02,2011
Beowulf,English,150000000,195080579,AU,1,Adventure,11,2007
The Loft,English,14000000,10076790,US,0,Thriller,01,2015
High School Girl Story Indecent Fruit,Japanese,81500000,563588855,JP,0,NA,10,1997
Monster-in-Law,English,45000000,155931301,AU,1,Romance,12,2005
The Eight Hundred,Chinese,80000000,460919368,AU,0,War,08,2020
Isle of Dogs,English,62770198,64337744,AU,0,Adventure,04,2018
The Yin-Yang Master: Dream of Eternity,Chinese,4465000,69000000,CN,0,Action,12,2020
Justice League: Crisis on Two Earths,English,76000000,488364590.2,AU,0,Action,03,2010
Thelma & Louise,English,16000000,45361000,AU,1,Drama,08,1991
Nice Sister-In-Law,Korean,2000,8000,KR,0,Romance,11,2015
Lake Placid,English,27000000,31770413,AU,0,Horror,10,1999
The Haunting in Connecticut 2: Ghosts of Georgia,English,9000000,46207499.4,US,0,Horror,02,2013
All Quiet on the Western Front,English,1448864,3270000,AU,0,Drama,06,1930
After,French,14000000,57926850,BR,0,Drama,02,2023
After,French,650000,0,BR,0,Drama,02,2023
Antichrist,English,11000000,791867,AU,0,Drama,11,2009
Johnny,Polish,99000000,629935302.8,PL,0,Drama,09,2022
Frequency,English,31000000,68079671,US,0,Science Fiction,04,2000
Batman vs Teenage Mutant Ninja Turtles,English,129000000,545992467,AU,0,Animation,05,2019
The Amityville Horror,English,18500000,109175673,US,1,Horror,07,1979
Justice League: The New Frontier,English,3500000,5231128,US,0,Action,02,2008
Mission: Impossible - Dead Reckoning Part One,English,290000000,1240261.6,US,0,Action,07,2023
Wild Tales,"Spanish, Castilian",4000000,27007072,AU,0,Drama,05,2015
How to Lose a Guy in 10 Days,English,50000000,178503788,AU,1,Comedy,04,2003
Phobias,English,144000000,424996766.4,US,0,Horror,02,2021
Big Momma's House,English,33000000,173559438,AU,0,Crime,09,2000
The Cobbler,English,176800000,744477889,US,1,Fantasy,09,2014
Accepted,English,23000000,38505009,AU,0,Comedy,08,2006
Planet 51,English,60000000,108996113,AU,1,Animation,12,2009
Shark Night 3D,English,25000000,18877153,US,0,Thriller,09,2011
Zebra Lounge,English,102000000,813941432.2,CA,0,Thriller,11,2001
Gangs of New York,English,97000000,183124621,AU,1,Drama,07,2003
Demetrius and the Gladiators,English,4500000,224031828.4,US,3,Adventure,06,1954
Louis Tomlinson: All of Those Voices,English,178800000,2081794005.6,GB,0,Documentary,03,2023
Starsky & Hutch,English,60000000,170200225,AU,0,Comedy,04,2004
Fighting Spirit: Champion Road,Japanese,111600000,758528172.4,JP,0,Animation,06,2003
Love You Long Time,Tagalog,185534545.8,178359863,PH,0,Drama,04,2023
Dreamcatcher,English,68000000,75685268,US,0,Horror,03,2021
Hustlers,English,20700000,150467919,AU,0,Drama,10,2019
Doraemon: Nobita and the New Steel Troops: Winged Angels,Japanese,138400000,649122426.2,JP,0,Animation,03,2011
Raging Bull,English,18000000,23415259,AU,1,Drama,02,1981
Star Trek IV: The Voyage Home,English,24000000,133000000,AU,0,Science Fiction,01,1987
An Affair: My Wife's Friend 2,Korean,167540000,175269998.8,KR,0,NA,08,2019
Benedetta,French,24350000,2652725,AU,0,Drama,02,2022
The X Files,English,66000000,189198313,AU,0,Mystery,07,1998
The Pink Panther,English,80000000,158926474,AU,0,Comedy,03,2006
Improper Conduct,English,15541000,38139010,US,0,Thriller,09,1994
The Day,English,136800000,851439386,US,0,Action,08,2012
Dredd,English,45000000,41467606,AU,0,Action,10,2012
"Love, Strange Love",Portuguese,117000000,693003184.8,BR,0,Drama,01,1982
The Little Mermaid Live!,English,48300000,354965688.6,US,0,Music,11,2019
Rogue Agent,English,88600000,365470598,AU,0,Thriller,01,2023
The Swan Princess,English,20000000,9771658,AU,0,Family,07,2004
Escape Room,English,9000000,155615727,RU,0,Horror,08,2017
Ride Along 2,English,40000000,124827316,AU,0,Action,05,2016
Ninja,English,10000000,194243,US,0,Action,10,2009
Mannequin,English,6000000,42721196,AU,0,Fantasy,06,1987
Halloween II,English,2500000,25533818,AU,0,Horror,04,1982
Eastern Promises,English,50000000,56077088,AU,0,Thriller,10,2007
The Last of the Mohicans,English,40000000,75505856,AU,1,Action,03,1993
Lost & Found,"Spanish, Castilian",94000000,321279166.8,ES,0,Thriller,09,2022
Steins;Gate: The Movie - Load Region of Déjà Vu,Japanese,23150365.4,4843719,JP,0,Science Fiction,04,2013
Inazuma Eleven: The Movie,Japanese,83800000,723604087.4,JP,0,Fantasy,12,2010
The Dark and the Wicked,English,5074618.2,289157,US,0,Horror,11,2020
The Night Eats the World,French,214800000,692152526.4,FR,0,Drama,03,2018
Diary of a Wimpy Kid: Rodrick Rules,English,18000000,73695194,AU,0,Family,04,2011
The Secret in Their Eyes,"Spanish, Castilian",2000000,33965843,AU,0,Crime,05,2010
Superman/Batman: Public Enemies,English,96600000,408896200.6,US,0,Science Fiction,09,2009
The Secret of the Magic Gourd,Chinese,61460000,550973851,US,0,Drama,07,2008
Eragon,English,100000000,249488115,AU,1,Fantasy,12,2006
Here Today,English,80600000,563161594.2,US,0,Comedy,05,2021
Monster High: Fright On!,English,102200000,553259177,US,0,Family,10,2011
The Ages of Lulu,"Spanish, Castilian",87000000,416389640,ES,0,Drama,12,1990
Van Wilder: Freshman Year,English,6000000,20543,US,0,Comedy,06,2009
Licorice Pizza,English,40000000,32903549,AU,1,Drama,12,2021
Seven Pounds,English,54000000,166617328,AU,0,Drama,01,2009
Vanilla Sky,English,70000000,202726605,AU,0,Mystery,12,2001
Burn Out,French,105000000,205189611,FR,0,Action,01,2018
Be My Master,Japanese,111600000,831760336.2,JP,0,NA,09,2018
The American,English,20000000,67950723,AU,0,Crime,08,2010
L.E.T.H.A.L. Ladies: Return to Savage Beach,English,95200000,405026088.6,US,0,Action,01,1998
Wonder Woman: Bloodlines,English,97580000,653742013.4,AU,0,Science Fiction,10,2019
Tremors 5: Bloodlines,English,182600000,391973824,US,0,Action,10,2015
Superman/Batman: Apocalypse,English,3500000,169263708.8,US,0,Science Fiction,09,2010
Papillon,English,13500000,53292989,US,1,Drama,08,2018
Musume Bugyo On-na Ro Hisho,Japanese,12001040,38139010,JP,0,NA,03,1995
Till We Meet Again,Chinese,68936595,361781352.6,TW,0,Fantasy,11,2021
Bright,English,90000000,0,US,0,Fantasy,12,2017
Boss Level,English,45000000,2000000,AU,0,Action,02,2021
Dark City,English,27000000,27257061,AU,1,Mystery,05,1998
The System,English,147200000,781524699.8,US,0,Action,10,2022
Pokémon the Movie: Diancie and the Cocoon of Destruction,Japanese,24720400,245461189.2,AU,0,Animation,11,2014
The Call,Korean,12800000,69821476,KR,0,Thriller,11,2020
Tin & Tina,"Spanish, Castilian",87200000,938053207.2,ES,0,Mystery,03,2023
Bleach the Movie: Memories of Nobody,Japanese,73220050,1238072,JP,0,Fantasy,12,2006
Melancholie der Engel,German,101800000,858637629,DE,0,Drama,05,2009
Horns,English,139000000,209282732,AU,0,Drama,01,2015
Shame,English,6500000,20412841,AU,0,Drama,02,2012
Yevan,Tamil,167540000,175269998.8,IN,0,NA,04,2023
Doraemon: Nobita and the Galaxy Super-express,Japanese,178000000,1153194949.4,JP,0,Animation,03,1996
Enemy,English,24953000,3396726,AU,0,Thriller,07,2014
Waiting...,English,1125000,18673274,AU,0,Comedy,12,2005
Master and Man,Korean,86500000,171913639,KR,0,Drama,07,2019
Cha Cha Real Smooth,English,111400000,541920183.6,US,0,Comedy,06,2022
Mary Queen of Scots,English,25000000,48481754,AU,0,Drama,01,2019
The Crazies,English,19000000,56445534,AU,0,Mystery,08,2010
Dreamcatcher,English,68000000,75685268,AU,0,Drama,04,2003
Captain Phillips,English,55000000,220648184,AU,1,Action,10,2013
"Des hommes, la nuit",French,174600000,175269998.8,CA,0,Drama,04,2023
LasVegas,German,167540000,175269998.8,US,0,NA,04,2023
The Girl Next Door,Korean,25000000,31635150,KR,0,Romance,03,2017
We Are the Nobles,"Spanish, Castilian",2000000,26433651,MX,0,Comedy,03,2013
Nineteen: Shh! No Imagining!,Korean,184000000,759819734.6,KR,0,Drama,04,2015
Samson and Delilah,English,110000000,380285773.6,US,0,Adventure,12,1996
13 Sins,English,4000000,47552,AU,0,Horror,12,2017
Woochi: The Demon Slayer,Korean,12000000,263499349,KR,0,Adventure,12,2009
Scooby-Doo! and the Cyber Chase,English,174000000,613598751.2,AU,0,Animation,10,2005
Aquamarine,English,12000000,22978953,AU,0,Fantasy,09,2006
What Women Want,English,65000000,374105123,AU,1,Comedy,01,2001
Triangle,English,12000000,1594955,AU,0,Horror,04,2010
Kin,English,30000000,10383524,AU,0,Science Fiction,08,2018
Jack and the Cuckoo-Clock Heart,French,33746302,3445000,FR,0,Animation,02,2014
Happy Death Day 2U,English,9000000,64686515,AU,0,Comedy,02,2019
Green Lantern: First Flight,English,3500000,266970289.8,US,0,Action,07,2009
Boarding House: Hungry Wolves,Korean,201940000,38157314,KR,0,Romance,03,2020
The Villainess,Korean,125000,8737458,AU,0,Action,06,2017
Smoking Causes Coughing,French,48600000,312174199.6,FR,0,Comedy,11,2022
The Assignment,English,5000000,388789,CA,0,Action,09,2016
Paranormal Activity 4,English,5000000,142817992,AU,0,Horror,10,2012
Jurassic World Camp Cretaceous: Hidden Adventure,English,88000000,447548637.2,US,0,Action,11,2022
The Sound of Music,English,8200000,286213504,AU,1,Drama,05,1965
Cowboy Bebop: The Movie,Japanese,132000000,782538445.4,AU,0,Action,01,2003
A Forbidden God,"Spanish, Castilian",128000000,606292496,ES,0,Drama,06,2013
"Definitely, Maybe",English,7000000,55617866,US,0,Comedy,02,2008
Dante's Inferno: An Animated Epic,English,140500000,650589449.4,US,0,Action,02,2010
Speed Racer,English,120000000,93394462,AU,1,Family,06,2008
Intrusion,English,82000000,618157116.2,US,0,Thriller,09,2021
The Edge,English,60804639.8,43312294,US,1,Action,09,1997
Rio Bravo,English,29521149.2,5800000,US,1,Western,03,1959
Berserk: The Golden Age Arc II - The Battle for Doldrey,Japanese,126000000,596470113.4,JP,0,Action,06,2012
Singin' in the Rain,English,2540000,7241009,AU,0,Comedy,12,1952
Guinea Pig 2: Flower of Flesh and Blood,Japanese,125000,2466552.8,JP,0,Horror,10,1985
The Deer Hunter,English,15000000,50065119,AU,2,Drama,02,1979
Flower & Snake 3,Japanese,119100000,298947444.2,JP,0,Drama,08,2010
Mandy,English,6000000,1474224,AU,1,Horror,08,2018
Have a Little Faith,English,11000000,276448971.6,US,0,Drama,11,2011
Some Like It Rare,French,69600000,334330737.6,FR,0,Comedy,09,2021
Billy Madison,English,10000000,26488734,AU,0,Comedy,07,1995
Anacondas: Trail of Blood,English,117000000,524253075.6,US,0,Action,02,2009
S.W.A.T.: Under Siege,English,144000000,446230447.4,US,0,Action,08,2017
Chestnut: Hero of Central Park,English,6,10,US,0,Family,10,2004
Malcolm X,English,35000000,48169910,AU,1,Drama,03,1993
I Don't Like Younger Men 5,Korean,74000000,333098256.2,KR,0,Romance,04,2020
On Her Majesty's Secret Service,English,8000000,82000000,AU,0,Adventure,12,1969
Grave Encounters 2,English,49200000,427304425.6,US,0,Horror,10,2012
Guns Akimbo,English,49000000,835102,AU,0,Comedy,02,2020
Species III,English,153400000,353130684.6,AU,0,Science Fiction,02,2005
Billy Elliot,English,5000000,109252972,AU,0,Drama,11,2000
Hellhole: Inmate 611,Japanese,47270000,329856760.8,JP,0,Drama,01,2007
13 Minutes,English,11920689,67413,US,0,Action,10,2021
In Bruges,English,15000000,34527095,AU,0,Comedy,08,2008
Desire,"Spanish, Castilian",162100000,437846475.2,AR,0,Romance,10,2017
Reno 911!: It's a Wonderful Heist,English,137400000,340369772,US,0,Comedy,12,2022
Dhamaka,Hindi,118200000,462863837.6,IN,0,Thriller,11,2021
Ahimsa,Telugu,223940000,175269998.8,IN,0,Romance,04,2023
The Wonderful Winter of Mickey Mouse,English,66000000,350558214.6,US,0,Animation,02,2022
Christopher Robin,English,75000000,197744377,AU,0,Adventure,08,2018
Saturday Night Fever,English,3500000,237113184,AU,0,Music,04,1978
Crazy Desire,Italian,74500000,351014753.8,IT,0,Romance,03,1962
Cheaper by the Dozen,English,40000000,190212113,AU,0,Comedy,01,2004
Chemical Hearts,English,85000000,645835675.2,US,0,Drama,08,2020
Starship Troopers: Invasion,English,4473585.6,193425,AU,0,Animation,08,2012
Stepmom,English,50000000,159745279,US,2,Drama,12,1998
Life,English,75000000,73521587,AU,0,Comedy,08,1999
Life,English,58000000,101815660,AU,0,Comedy,08,1999
It Takes Two,English,39780000,19474589,US,0,Comedy,11,1995
Inheritance,English,94000000,321279166.8,US,0,Thriller,05,2020
Porno,"Spanish, Castilian",118800000,842846355.6,AR,0,Documentary,03,2006
New Nightmare,English,8000000,57000000,US,0,Horror,10,1994
Possession,French,25000000,14805812,AU,0,Horror,06,2014
If I Stay,English,11000000,78356170,AU,0,Drama,08,2014
Blue Valentine,English,1000000,16566240,AU,0,Drama,12,2010
The Punisher,English,33000000,54533774,US,0,Action,10,1989
The Blackout,Russian,7418531.4,2746207,RU,0,Thriller,11,2019
Crank,English,12000000,43924923,AU,0,Action,09,2006
"I’m Up, I’m Up",English,213940000,178359863,US,0,Romance,04,2023
They Live,English,4000000,13001044,US,0,Science Fiction,11,1988
The Dead Zone,English,10000000,20766000,US,0,Thriller,10,1983
Tarzan,English,145000000,448191819,AU,0,Animation,09,2014
The Maltese Falcon,English,375000,1772000,AU,1,Mystery,05,1943
The Virgin Suicides,English,6000000,10619770,AU,0,Drama,08,2000
Don't Kill It,English,3500000,43462750.4,US,0,Fantasy,03,2017
Aloha Scooby-Doo!,English,128000000,623038635.2,AU,0,Mystery,02,2005
Battle Angel,Japanese,150600000,343946197.6,JP,0,Animation,06,1993
Earwig and the Witch,Japanese,16507081.4,384659,AU,0,Animation,02,2021
A Prayer Before Dawn,English,6000004,958883,AU,0,Drama,08,2018
Fall in Love at First Kiss,Chinese,66240000,320425004.6,CN,0,Romance,02,2019
